player_name,team_id,season,beta_unavailable,se_unavailable,n_matches,n_unavail,n_avail,xpts_per_match_present,xpts_season_total,gbp_per_point,value_gbp_per_match,value_gbp_season_total
Altay Bayındır,Man United,2023,0.0944068886738954,0.29914695560400417,38,6,32,-0.0944068886738954,-3.5874617696080255,2692249.527410207,-254166.9014165629,-9658342.253829392
Altay Bayındır,Man United,2024,0.27372807943789423,0.47286863101825743,35,2,33,-0.27372807943789423,-9.580482780326298,2706399.23591213,-740817.4650384118,-25928611.276344415
Amad Diallo,Man United,2021,-0.01138466679582012,0.3219149110918457,38,21,17,0.01138466679582012,0.43261733824116455,2494866.920152091,28403.228585845514,1079322.6862621296
Amad Diallo,Man United,2022,0.0515221491821485,0.5481438413837664,33,18,15,-0.0515221491821485,-1.7002309230109005,2490503.323836657,-128316.08378934895,-4234430.765048515
Amad Diallo,Man United,2023,-0.10847106265555351,0.4556958308118048,32,17,15,0.10847106265555351,3.4710740049777122,2692249.527410207,292031.16717209684,9344997.349507099
Amad Diallo,Man United,2024,-0.6224162894413907,0.5975638776079005,27,7,20,0.6224162894413907,16.80523981491755,2706399.23591213,1684506.9701634431,45481688.19441296
Amadou Onana,Aston Villa,2024,0.12422835095624477,0.3074221137987797,38,18,20,-0.12422835095624477,-4.720677336337301,2706399.23591213,-336211.5141066048,-12776037.536050983
Amadou Onana,Everton,2022,-0.19594383516652475,0.26635100512802573,38,4,34,0.19594383516652475,7.44586573632794,2490503.323836657,487998.772767532,18543953.365166213
Amadou Onana,Everton,2023,0.012553295357022543,0.4960988922731806,35,25,10,-0.012553295357022543,-0.439365337495789,2692249.527410207,-33796.60349238468,-1182881.122233464
Amari'i Bell,Luton,2023,0.1671678832807227,0.29502284203014667,38,29,9,-0.1671678832807227,-6.352379564667463,2692249.527410207,-450057.65476069035,-17102190.88090623
Amario Cozier-Duberry,Brighton,2024,0.006841613429932135,0.3767385494720545,38,5,33,-0.006841613429932135,-0.2599813103374211,2706399.23591213,-18516.1373591745,-703613.2196486309
Andi Zeqiri,Brighton,2020,-0.26919737486135425,0.19221365698370593,38,4,34,0.26919737486135425,10.229500244731462,2397918.6376537364,645513.4023875007,24529509.29072503
Andi Zeqiri,Brighton,2021,0.2700571907890966,0.4793450766461321,35,16,19,-0.2700571907890966,-9.452001677618382,2494866.920152091,-673756.7518489191,-23581486.31471217
Andre Gray,Watford,2019,0.16560673639002743,0.2852976044994275,38,11,27,-0.16560673639002743,-6.293055982821042,2498950.381679389,-413843.01711053704,-15726034.650200406
Andreas Christensen,Chelsea,2020,-0.06109234752694176,0.2146902101796631,38,7,31,0.06109234752694176,2.3215092060237867,2397918.6376537364,146494.4787528728,5566790.192609166
Andreas Christensen,Chelsea,2021,-0.6778688236630452,0.8726453161287674,31,14,17,0.6778688236630452,21.013933533554404,2494866.920152091,1691192.5043593426,52426967.63513962
Andreas Pereira,Fulham,2022,0.006426542976936601,0.3393408359815517,38,6,32,-0.006426542976936601,-0.24420863312359087,2490503.323836657,-16005.326644839732,-608202.4125039098
Andrew Omobamidele,Nott'm Forest,2024,0.038781457575876116,0.3006255883092823,38,16,22,-0.038781457575876116,-1.4736953878832924,2706399.23591213,-104958.10715090981,-3988408.0717345728
Andrew Robertson,Liverpool,2019,-0.1923295779451497,0.22125989668389887,38,12,26,0.1923295779451497,7.308523961915689,2498950.381679389,480622.0722142677,18263638.744142175
Andrew Robertson,Liverpool,2022,0.33756594344827473,0.384252956467415,31,8,23,-0.33756594344827473,-10.464544246896516,2490503.323836657,-840709.1041719853,-26061982.22933154
Andrew Robertson,Liverpool,2023,0.07384318322283975,0.5189468192095243,29,8,21,-0.07384318322283975,-2.1414523134623527,2692249.527410207,-198804.27513415564,-5765323.978890513
Andrew Surman,Bournemouth,2019,-0.29548566309339075,0.5955841961685692,38,4,34,0.29548566309339075,11.228455197548849,2498950.381679389,738404.0105680162,28059352.401584618
Andros Townsend,Crystal Palace,2019,-0.1515869235223911,0.31309931841376804,38,23,15,0.1515869235223911,5.760303093850862,2498950.381679389,378808.20039388357,14394711.614967577
Andros Townsend,Everton,2021,0.2504981433912341,0.42825498968301134,38,25,13,-0.2504981433912341,-9.518929448866896,2494866.920152091,-624959.5315063051,-23748462.197239593
André Gomes,Everton,2019,0.0005581040037507048,0.4062408530588755,38,27,11,-0.0005581040037507048,-0.021207952142526784,2498950.381679389,-1394.6742131896192,-52997.620101205524
Andrés García,Aston Villa,2024,-0.13918355478212321,0.4649101338858773,38,13,25,0.13918355478212321,5.288975081720682,2706399.23591213,376686.26631387236,14314078.119927151
Andy Carroll,Newcastle,2019,-0.06126710328675058,0.29754627154407925,38,14,24,0.06126710328675058,2.328149924896522,2498950.381679389,153103.4511428159,5817931.143427004
Andy Carroll,Newcastle,2020,0.23989452510777065,0.357663374653495,34,4,30,-0.23989452510777065,-8.156413853664201,2397918.6376537364,-575247.5528270154,-19558416.796118524
Andy Lonergan,Everton,2022,0.2723878523731624,0.19113569836810873,38,16,22,-0.2723878523731624,-10.35073839018017,2490503.323836657,-678382.8517080896,-25778548.364907406
Anel Ahmedhodzic,Sheffield United,2023,-0.10863130415179932,0.3046655627794072,38,4,34,0.10863130415179932,4.127989557768374,2692249.527410207,292462.5772646362,11113577.936056174
Angelo Ogbonna,West Ham,2020,0.015028257993984412,0.19897853016162612,38,12,26,-0.015028257993984412,-0.5710738037714076,2397918.6376537364,-36036.53993524397,-1369388.517539271
Angelo Ogbonna,West Ham,2023,2.8523743866055833,0.8559764235325857,23,3,20,-2.8523743866055833,-65.60461089192842,2692249.527410207,-7679303.594335861,-176623982.6697248
Anis Slimane,Sheffield United,2023,0.026423350272132357,0.20067795549367687,38,2,36,-0.026423350272132357,-1.0040873103410295,2692249.527410207,-71138.2522827427,-2703253.5867442223
Ansu Fati,Brighton,2023,-0.05481714069450255,0.27182294396351986,38,10,28,0.05481714069450255,2.083051346391097,2692249.527410207,147581.4211287533,5608094.0028926255
Anthony Gordon,Everton,2022,0.18001182813714806,0.25306960542115003,38,12,26,-0.18001182813714806,-6.840449469211626,2490503.323836657,-448320.0563054803,-17036162.139608253
Anthony Gordon,Newcastle,2022,0.11652241107434252,0.25354590468229926,38,10,28,-0.11652241107434252,-4.427851620825016,2490503.323836657,-290199.4520821114,-11027579.179120231
Anthony Gordon,Newcastle,2023,-0.48287168346971976,0.9212364097532216,32,2,30,0.48287168346971976,15.451893871031032,2692249.527410207,1300011.061621124,41600353.971875966
Anthony Gordon,Newcastle,2024,-0.03235415538736419,0.31443740702912787,35,4,31,0.03235415538736419,1.1323954385577468,2706399.23591213,87563.26141894478,3064714.1496630674
Anthony Knockaert,Fulham,2020,-0.10056156374384657,0.15806095794046185,38,28,10,0.10056156374384657,3.8213394222661696,2397918.6376537364,241138.44793297394,9163261.02145301
Anthony Martial,Man United,2019,-0.27138710740082506,0.35299533834201996,38,13,25,0.27138710740082506,10.312710081231351,2498950.381679389,678182.9156221572,25770950.79364197
Anthony Martial,Man United,2020,0.03192380462893635,0.2961620414593108,36,15,21,-0.03192380462893635,-1.1492569666417085,2397918.6376537364,-76550.68610454309,-2755824.6997635514
Anthony Martial,Man United,2021,0.02115830633144709,0.23807012000970043,33,25,8,-0.02115830633144709,-0.698224108937754,2494866.920152091,-52787.158552771885,-1741976.2322414725
Anthony Martial,Man United,2022,0.4638335781959726,0.45373224207987617,27,22,5,-0.4638335781959726,-12.52350661129126,2490503.323836657,-1155179.0682041198,-31189834.841511235
Anthony Martial,Man United,2023,0.19014671277357378,0.986104486683283,25,17,8,-0.19014671277357378,-4.753667819339345,2692249.527410207,-511922.3976032584,-12798059.94008146
Antonee Robinson,Fulham,2020,-0.10330191836346712,0.2484683432012269,38,24,14,0.10330191836346712,3.925472897811751,2397918.6376537364,247709.5953491426,9412964.623267418
Antonee Robinson,Fulham,2023,-0.0688343340122755,0.5843933788318465,37,3,34,0.0688343340122755,2.546870358454193,2692249.527410207,185319.20321414503,6856810.5189233655
Antonee Robinson,Fulham,2024,0.6982436234580611,0.39373356816487437,31,9,22,-0.6982436234580611,-21.645552327199894,2706399.23591213,-1889726.0090074139,-58581506.27922983
Antonio Rüdiger,Chelsea,2019,0.12698006412683865,0.4889549704660308,38,16,22,-0.12698006412683865,-4.8252424368198685,2498950.381679389,-317316.8797154368,-12058041.429186596
Antonio Rüdiger,Chelsea,2021,0.19072426756187777,0.4478145562832624,35,3,32,-0.19072426756187777,-6.675349364665722,2494866.920152091,-475831.66601036536,-16654108.310362788
Antony,Man United,2022,0.0635944128635732,0.21070253831303115,38,11,27,-0.0635944128635732,-2.4165876888157816,2490503.323836657,-158382.09661416974,-6018519.671338449
Anwar El Ghazi,Aston Villa,2019,-0.1057201687627144,0.3991024136013071,38,4,34,0.1057201687627144,4.017366412983147,2498950.381679389,264189.45608079457,10039199.331070194
Arijanet Murić,Ipswich,2024,0.0030062880948638626,0.27940608472133466,38,8,30,-0.0030062880948638626,-0.11423894760482678,2706399.23591213,-8136.215802871291,-309176.20050910907
Armando Broja,Chelsea,2022,0.16633179192082354,0.3141739418050363,38,30,8,-0.16633179192082354,-6.320608092991295,2490503.323836657,-414249.88063851825,-15741495.464263694
Armando Broja,Chelsea,2023,0.21766548997321034,0.4053630818778375,32,4,28,-0.21766548997321034,-6.965295679142731,2692249.527410207,-586009.8125138866,-18752314.00044437
Armando Broja,Everton,2024,0.014799925520083246,0.45939503810391874,38,14,24,-0.014799925520083246,-0.5623971697631633,2706399.23591213,-40054.50711910973,-1522071.2705261698
Armando Broja,Fulham,2023,0.26068174886059525,0.40661654101506806,38,5,33,-0.26068174886059525,-9.90590645670262,2692249.527410207,-701820.3151744038,-26669171.976627346
