season,team_id,player_id,player_name,injury_player_name_raw,beta_unavailable,se_unavailable,n_matches,n_unavail,n_avail,xpts_per_match_present,xpts_season_total,gbp_per_point,value_gbp_per_match,value_gbp_season_total
2019,Sheffield United,7713,Luke Freeman,Luke Freeman,-0.3119903099780778,0.4776281172714854,38,4,34,0.3119903099780778,11.855631779166956,2498950.381679389,779648.3041999885,29626635.559599563
2019,Leicester,5545,Wilfred Ndidi,Wilfred Ndidi,-0.3093147583043439,0.3708274234388002,38,7,31,0.3093147583043439,11.75396081556507,2498950.381679389,772962.2333237084,29372564.86630092
2019,Chelsea,7768,Mason Mount,Mason Mount,-0.30240091145899,0.0168499316283001,38,2,36,0.30240091145899,11.49123463544162,2498950.381679389,755684.8731106383,28716025.178204257
2019,Aston Villa,7723,John McGinn,John McGinn,-0.3013699099070296,0.2178318934900795,38,14,24,0.3013699099070296,11.452056576467124,2498950.381679389,753108.4513888548,28618121.152776483
2019,Bournemouth,460,Andrew Surman,Andrew Surman,-0.2954856630933907,0.5955841961685692,38,4,34,0.2954856630933907,11.228455197548849,2498950.381679389,738404.0105680162,28059352.401584618
2019,Aston Villa,1053,Keinan Davis,Keinan Davis,-0.2898008255215067,0.3633075847982007,38,26,12,0.2898008255215067,11.012431369817255,2498950.381679389,724197.8835479713,27519519.57482291
2019,Watford,1723,Roberto Pereyra,Roberto Pereyra,-0.2858572756941591,0.3797077903413217,38,16,22,0.2858572756941591,10.862576476378049,2498950.381679389,714343.1482017493,27145039.631666478
2019,Man United,934,Axel Tuanzebe,Axel Tuanzebe,-0.2775204505115026,0.250031459523689,38,21,17,0.2775204505115026,10.5457771194371,2498950.381679389,693509.8357295556,26353373.75772311
2019,Man United,553,Anthony Martial,Anthony Martial,-0.271387107400825,0.3529953383420199,38,13,25,0.271387107400825,10.312710081231351,2498950.381679389,678182.9156221572,25770950.79364197
2019,Arsenal,318,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,-0.2689146232243551,0.2225697792117132,38,6,32,0.2689146232243551,10.218755682525495,2498950.381679389,672004.3003456715,25536163.413135517
2019,Brighton,8020,Steven Alzate,Steven Alzate,-0.2654686416122134,0.3176509060810976,38,15,23,0.2654686416122134,10.087808381264107,2498950.381679389,663392.9632807496,25208932.604668487
2019,Man United,556,Marcus Rashford,Marcus Rashford,-0.2608262202285059,0.1586055490195236,38,13,25,0.2608262202285059,9.911396368683224,2498950.381679389,651791.7825920172,24768087.738496654
2019,West Ham,,Tomáš Souček,Tomáš Souček,-0.2603993927368541,0.5134220428549091,38,4,34,0.2603993927368541,9.895176924000456,2498950.381679389,650725.1618688427,24727556.151016023
2019,Tottenham,885,Kyle Walker-Peters,Kyle Walker-Peters,-0.2561953940279173,0.1655567309638415,38,4,34,0.2561953940279173,9.73542497306086,2498950.381679389,640219.5776905656,24328343.952241488
2019,Burnley,789,Robbie Brady,Robbie Brady,-0.2554939606633689,0.1568917531504651,38,18,20,0.2554939606633689,9.70877050520802,2498950.381679389,638466.7305165046,24261735.75962717
2019,Newcastle,769,Jonjo Shelvey,Jonjo Shelvey,-0.2529169343400689,0.3018026794348054,38,25,13,0.2529169343400689,9.610843504922618,2498950.381679389,632026.8696022962,24017021.044887256
2019,Bournemouth,825,Adam Smith,Adam Smith,-0.2464758224704576,0.4367145445857482,38,26,12,0.2464758224704576,9.366081253877391,2498950.381679389,615930.8506372916,23405372.32421708
2019,Bournemouth,6820,David Brooks,David Brooks,-0.2462097219833862,0.4591463324421482,38,31,7,0.2462097219833862,9.355969435368678,2498950.381679389,615265.8787235594,23380103.391495258
2019,Brighton,7991,Aaron Connolly,Aaron Connolly,-0.2457332413686869,0.3453110533854285,38,18,20,0.2457332413686869,9.337863172010104,2498950.381679389,614075.1773095937,23334856.73776456
2019,Brighton,7699,Adam Webster,Adam Webster,-0.245643821390848,0.2844815546708757,38,22,16,0.245643821390848,9.334465212852226,2498950.381679389,613851.7212218435,23326365.40643005
2019,Everton,1823,Lucas Digne,Lucas Digne,-0.2403154364122318,0.338374741472601,38,20,18,0.2403154364122318,9.13198658366481,2498950.381679389,600536.3515457958,22820381.35874024
2019,Leicester,1785,Nampalys Mendy,Nampalys Mendy,-0.236525637725479,0.2394057504241194,38,13,25,0.236525637725479,8.987974233568202,2498950.381679389,591065.8326710467,22460501.641499776
2019,Norwich,11717,Carlton Morris,Carlton Morris,-0.2363197356939303,0.4655351072211396,38,14,24,0.2363197356939303,8.980149956369354,2498950.381679389,590551.2937107197,22440949.16100735
2019,Norwich,62,Lukas Rupp,Lukas Rupp,-0.2363197356939303,0.4655351072211396,38,14,24,0.2363197356939303,8.980149956369354,2498950.381679389,590551.2937107197,22440949.16100735
2019,Watford,566,Sebastian Prödl,Sebastian Prödl,-0.235078736890761,0.2904163273591496,38,9,29,0.235078736890761,8.93299200184892,2498950.381679389,587450.099277876,22323103.77255929
2019,Burnley,4422,Ashley Barnes,Ashley Barnes,-0.2279182565763778,0.39702625378349,38,26,12,0.2279182565763778,8.660893749902359,2498950.381679389,569556.4142632404,21643143.74200313
2019,Norwich,791,Alexander Tettey,Alexander Tettey,-0.2249300006049344,0.2999120891871399,38,3,35,0.2249300006049344,8.54734002298751,2498950.381679389,562088.9108628463,21359378.61278816
2019,Leicester,782,Ben Chilwell,Ben Chilwell,-0.2247253507643578,0.3719088479524394,38,18,20,0.2247253507643578,8.539563329045595,2498950.381679389,561577.5010656265,21339945.040493805
2019,Southampton,847,Cédric Soares,Cédric Soares,-0.2226184237501416,0.4417564001723584,38,9,29,0.2226184237501416,8.45950010250538,2498950.381679389,556312.3949992803,21139871.00997265
2019,Burnley,6044,Charlie Taylor,Charlie Taylor,-0.2156080844494058,0.3758393939162195,38,21,17,0.2156080844494058,8.193107209077422,2498950.381679389,538793.9049280046,20474168.387264177
2019,Liverpool,1257,Alisson,Alisson,-0.2121746057083149,0.117822427244341,38,17,21,0.2121746057083149,8.062635016915968,2498950.381679389,530213.8119174675,20148124.852863766
2019,Tottenham,637,Hugo Lloris,Hugo Lloris,-0.2115050684299481,0.3025182471269219,38,26,12,0.2115050684299481,8.037192600338027,2498950.381679389,528540.6714801441,20084545.51624548
2019,Man United,1006,Luke Shaw,Luke Shaw,-0.2106511864810044,0.3246518978840074,38,14,24,0.2106511864810044,8.004745086278168,2498950.381679389,526406.8628579222,20003460.788601045
2019,Crystal Palace,338,Max Meyer,Max Meyer,-0.2100945630673988,0.0808216905444904,38,6,32,0.2100945630673988,7.983593396561155,2498950.381679389,525015.8885660408,19950603.76550955
2019,Tottenham,640,Jan Vertonghen,Jan Vertonghen,-0.2088395279191042,0.2768281393210118,38,3,35,0.2088395279191042,7.935902060925962,2498950.381679389,521879.618003189,19831425.48412118
2019,Liverpool,,Vitezslav Jaros,Vitezslav Jaros,-0.2080302052633165,0.3577972408405097,38,20,18,0.2080302052633165,7.905147800006029,2498950.381679389,519857.1608436066,19754572.11205705
2019,Tottenham,772,Moussa Sissoko,Moussa Sissoko,-0.2072503201090805,0.3630595374345467,38,5,33,0.2072503201090805,7.875512164145059,2498950.381679389,517908.2665397623,19680514.128510967
2019,Watford,804,Craig Dawson,Craig Dawson,-0.2055951394686477,0.308375943740703,38,3,35,0.2055951394686477,7.812615299808615,2498950.381679389,513772.0522466046,19523337.98537097
2019,Aston Villa,,Ezri Konsa,Ezri Konsa,-0.2018814576295771,0.3197108229490684,38,5,33,0.2018814576295771,7.67149538992393,2498950.381679389,504491.7455974231,19170686.33270208
2019,Aston Villa,1024,Tyrone Mings,Tyrone Mings,-0.2011797955850616,0.2476903442904803,38,20,18,0.2011797955850616,7.644832232232343,2498950.381679389,502738.3269634713,19104056.42461191
2019,Wolves,,Meritan Shabani,Meritan Shabani,-0.201137976046762,0.3038665090222625,38,27,11,0.201137976046762,7.6432430897769565,2498950.381679389,502633.82201227575,19100085.23646648
2019,Everton,714,Gylfi Sigurdsson,Gylfi Sigurdsson,-0.1971005779167413,0.3616565815483175,38,16,22,0.1971005779167413,7.489821960836169,2498950.381679389,492544.5644142688,18716693.447742216
2019,Man City,3389,Benjamin Mendy,Benjamin Mendy,-0.1924722164395823,0.1141205218480346,38,22,16,0.1924722164395823,7.313944224704129,2498950.381679389,480978.5187343723,18277183.711906143
2019,Liverpool,1688,Andrew Robertson,Andrew Robertson,-0.1923295779451497,0.2212598966838988,38,12,26,0.1923295779451497,7.308523961915689,2498950.381679389,480622.0722142677,18263638.74414217
2019,Wolves,6850,Willy Boly,Willy Boly,-0.1885427286320073,0.1936956233609608,38,16,22,0.1885427286320073,7.1646236880162775,2498950.381679389,471158.92367782816,17904039.09975747
2019,Newcastle,727,DeAndre Yedlin,DeAndre Yedlin,-0.1848875920884597,0.2960782003365353,38,16,22,0.1848875920884597,7.025728499361472,2498950.381679389,462024.9188172398,17556946.91505511
2019,Arsenal,371,Sokratis,Sokratis,-0.1832260704992728,0.3762709670265823,38,4,34,0.1832260704992728,6.962590678972369,2498950.381679389,457872.8588077726,17399168.63469536
2019,Arsenal,6630,Joe Willock,Joe Willock,-0.1802572628382041,0.4512784877999125,38,4,34,0.1802572628382041,6.849775987851755,2498950.381679389,450453.9557700121,17117250.31926046
2019,Man City,611,Nicolás Otamendi,Nicolás Otamendi,-0.1788279492506707,0.1284629733250053,38,10,28,0.1788279492506707,6.795462071525487,2498950.381679389,446882.172034906,16981522.537326425
2019,Bournemouth,,Arnaut Danjuma,Arnaut Danjuma,-0.177005395950836,0.8682022701254475,38,31,7,0.177005395950836,6.726205046131768,2498950.381679389,442327.701770653,16808452.667284817
2019,Bournemouth,459,Charlie Daniels,Charlie Daniels,-0.177005395950836,0.8682022701254475,38,31,7,0.177005395950836,6.726205046131768,2498950.381679389,442327.701770653,16808452.667284817
2019,Bournemouth,458,Steve Cook,Steve Cook,-0.177005395950836,0.8682022701254475,38,31,7,0.177005395950836,6.726205046131768,2498950.381679389,442327.701770653,16808452.667284817
2019,Liverpool,1791,Trent Alexander-Arnold,Trent Alexander-Arnold,-0.175556192420853,0.123731629038052,38,9,29,0.175556192420853,6.671135311992416,2498950.381679389,438706.214056271,16670836.134138295
2019,Norwich,7690,Grant Hanley,Grant Hanley,-0.1754203870472926,0.191550975114398,38,24,14,0.1754203870472926,6.665974707797122,2498950.381679389,438366.8431661782,16657940.040314771
2019,Watford,5043,Kiko Femenía,Kiko Femenía,-0.1726394620165954,0.4863028408637572,38,3,35,0.1726394620165954,6.560299556630627,2498950.381679389,431417.4494992956,16393863.080973232
2019,Newcastle,7078,Sean Longstaff,Sean Longstaff,-0.1710100440133911,0.2724759569565719,38,17,21,0.1710100440133911,6.498381672508864,2498950.381679389,427345.61475827295,16239133.360814372
2019,Newcastle,6062,Isaac Hayden,Isaac Hayden,-0.1698376453860175,0.3172201862287631,38,5,33,0.1698376453860175,6.453830524668666,2498950.381679389,424415.84876091726,16127802.252914855
2019,Watford,6841,Ken Sema,Ken Sema,-0.1684880041223262,0.231230941789717,38,5,33,0.1684880041223262,6.402544156648399,2498950.381679389,421043.1622098858,15999640.16397566
2019,Tottenham,5681,Giovani Lo Celso,Giovani Lo Celso,-0.1598621338840355,0.2393178364893658,38,7,31,0.1598621338840355,6.074761087593352,2498950.381679389,399487.5404855923,15180526.538452508
2019,Arsenal,1750,Ainsley Maitland-Niles,Ainsley Maitland-Niles,-0.1554522178464314,0.4464946919564754,38,2,36,0.1554522178464314,5.907184278164396,2498950.381679389,388467.3791202475,14761760.406569405
2019,West Ham,6651,Grady Diangana,Grady Diangana,-0.1553870425480354,0.2933542745587639,38,15,23,0.1553870425480354,5.9047076168253465,2498950.381679389,388304.5092834446,14755571.352770897
2019,Aston Villa,6122,Douglas Luiz,Douglas Luiz,-0.1551989701909812,0.3684963034384386,38,8,30,0.1551989701909812,5.897560867257285,2498950.381679389,387834.5257950006,14737711.98021002
2019,Norwich,209,Josip Drmic,Josip Drmic,-0.1526466989900792,0.2946766169576959,38,19,19,0.1526466989900792,5.800574561623012,2498950.381679389,381456.5267033574,14495348.01472758
2019,Crystal Palace,775,Andros Townsend,Andros Townsend,-0.1515869235223911,0.313099318413768,38,23,15,0.1515869235223911,5.760303093850862,2498950.381679389,378808.2003938836,14394711.614967575
2019,Arsenal,,Mattéo Guendouzi,Mattéo Guendouzi,-0.148147508330629,0.7328958659799971,38,2,36,0.148147508330629,5.629605316563902,2498950.381679389,370213.27248767583,14068104.35453168
2019,Burnley,6756,Dwight McNeil,Dwight McNeil,-0.1446778546857806,0.3480778065864864,38,14,24,0.1446778546857806,5.497758478059662,2498950.381679389,361542.7801875866,13738625.647128291
2019,Norwich,7688,Max Aarons,Max Aarons,-0.1394282316262849,0.3251558645347162,38,6,32,0.1394282316262849,5.298272801798826,2498950.381679389,348424.2326393869,13240120.840296704
2019,Aston Villa,6859,Kortney Hause,Kortney Hause,-0.1330844516638515,0.1938596271319846,38,23,15,0.1330844516638515,5.057209163226358,2498950.381679389,332571.441280974,12637714.768677011
2019,Bournemouth,2182,Jefferson Lerma,Jefferson Lerma,-0.129882178110391,0.6312796353705501,38,3,35,0.129882178110391,4.93552276819486,2498950.381679389,324569.1185623121,12333626.50536786
2019,Liverpool,1250,Mohamed Salah,Mohamed Salah,-0.1283233813801457,0.2751647200304059,38,11,27,0.1283233813801457,4.8762884924455365,2498950.381679389,320673.76287830493,12185602.989375588
2019,Burnley,,Jóhann Berg Gudmundsson,Jóhann Berg Gudmundsson,-0.1271632150561984,0.2069362150827645,38,20,18,0.1271632150561984,4.832202172135539,2498950.381679389,317774.56480026525,12075433.46241008
2019,Liverpool,37,Loris Karius,Loris Karius,-0.1264373062695906,0.3239880625611501,38,2,36,0.1264373062695906,4.804617638244445,2498950.381679389,315960.55476090737,12006501.080914482
2019,Liverpool,489,James Milner,James Milner,-0.1180243384449751,0.145085475723316,38,5,33,0.1180243384449751,4.484924860909055,2498950.381679389,294936.965604528,11207604.692972064
2019,Brighton,,Leon Balogun,Leon Balogun,-0.1160515235638279,0.3741162330524657,38,16,22,0.1160515235638279,4.409957895425463,2498950.381679389,290006.9991043025,11020265.965963496
2019,Norwich,7695,Todd Cantwell,Todd Cantwell,-0.1153732891075575,0.2757125710831157,38,8,30,0.1153732891075575,4.3841849860871855,2498950.381679389,288312.12485093734,10955860.74433562
2019,Wolves,6856,Rúben Vinagre,Rúben Vinagre,-0.1147401765622864,0.4004507047012193,38,11,27,0.1147401765622864,4.360126709366885,2498950.381679389,286730.0080142863,10895740.304542877
2019,Liverpool,8204,Neco Williams,Neco Williams,-0.1129161387310245,0.1970092939558103,38,8,30,0.1129161387310245,4.290813271778934,2498950.381679389,282171.8279796567,10722529.463226955
2019,West Ham,8082,David Martin,David Martin,-0.1125308420781827,0.3215661845423443,38,14,24,0.1125308420781827,4.276171998970946,2498950.381679389,281208.9907619779,10685941.64895516
2019,Southampton,7701,Moussa Djenepo,Moussa Djenepo,-0.1120086419817734,0.2642306705634731,38,9,29,0.1120086419817734,4.256328395307391,2498950.381679389,279904.0386317428,10636353.468006227
2019,Sheffield United,1748,Lys Mousset,Lys Mousset,-0.1113808736363878,0.2654520768111166,38,18,20,0.1113808736363878,4.232473198182739,2498950.381679389,278335.27668543527,10576740.51404654
2019,Arsenal,1676,David Luiz,David Luiz,-0.1066572177485384,0.3675720203322038,38,12,26,0.1066572177485384,4.05297427444446,2498950.381679389,266531.0950015718,10128181.610059729
2019,Liverpool,,Isaac Christie-Davies,Isaac Christie-Davies,-0.1060966611833464,0.270317121249263,38,17,21,0.1060966611833464,4.031673124967165,2498950.381679389,265130.2919590324,10074951.094443234
2019,Aston Villa,5612,Anwar El Ghazi,Anwar El Ghazi,-0.1057201687627144,0.3991024136013071,38,4,34,0.1057201687627144,4.017366412983147,2498950.381679389,264189.45608079457,10039199.331070194
2019,Aston Villa,,James Chester,James Chester,-0.1057201687627144,0.3991024136013071,38,4,34,0.1057201687627144,4.017366412983147,2498950.381679389,264189.45608079457,10039199.331070194
2019,Man City,619,Sergio Agüero,Sergio Agüero,-0.1053880355994779,0.141951998550465,38,5,33,0.1053880355994779,4.004745352780161,2498950.381679389,263359.4717857564,10007659.927858744
2019,Brighton,7698,Leandro Trossard,Leandro Trossard,-0.1017987455393728,0.2225832157580106,38,16,22,0.1017987455393728,3.868352330496169,2498950.381679389,254390.01402009887,9666820.532763757
2019,Man United,5595,Daniel James,Daniel James,-0.101200755039132,0.4852229813076256,38,8,30,0.101200755039132,3.8456286914870175,2498950.381679389,252895.66543128144,9610035.286388695
2019,Liverpool,838,Sadio Mané,Sadio Mané,-0.093428491411376,0.3327562683982021,38,9,29,0.093428491411376,3.5502826736322897,2498950.381679389,233473.1642721877,8871980.242343133
2019,Burnley,1652,Matthew Lowton,Matthew Lowton,-0.092240946753221,0.4204098661546566,38,21,17,0.092240946753221,3.505155976622399,2498950.381679389,230505.54909542992,8759210.865626337
2019,Watford,,Ismaïla Sarr,Ismaïla Sarr,-0.0917726723783702,0.266109801549545,38,8,30,0.0917726723783702,3.4873615503780675,2498950.381679389,229335.35466766573,8714743.477371298
2019,West Ham,1036,Jack Wilshere,Jack Wilshere,-0.0899055287897054,0.1605312162214992,38,28,10,0.0899055287897054,3.416410094008808,2498950.381679389,224669.45548412183,8537439.30839663
2019,Man City,,İlkay Gündoğan,İlkay Gündoğan,-0.0883716846661671,0.2556638984316435,38,17,21,0.0883716846661671,3.3581240173143527,2498950.381679389,220836.4551261691,8391785.294794425
2019,Aston Villa,7727,Henri Lansbury,Henri Lansbury,-0.0870518354769595,0.3579285988046951,38,7,31,0.0870518354769595,3.3079697481244628,2498950.381679389,217538.21749103945,8266452.264659499
2019,Chelsea,1621,Marcos Alonso,Marcos Alonso,-0.0850411940895929,0.2891729425369603,38,6,32,0.0850411940895929,3.231565375404531,2498950.381679389,212513.72442865925,8075521.528289051
2019,Leicester,787,Ryan Bennett,Ryan Bennett,-0.0828789038593598,0.2823986999241463,38,7,31,0.0828789038593598,3.149398346655675,2498950.381679389,207110.26843251672,7870190.200435637
2019,Aston Villa,250,Ørjan Nyland,Ørjan Nyland,-0.0808325756695592,0.4290478390300809,38,8,30,0.0808325756695592,3.0716378754432507,2498950.381679389,201996.59582157317,7675870.64121978
2019,Arsenal,1749,Rob Holding,Rob Holding,-0.0796473095957495,0.2021863171109711,38,21,17,0.0796473095957495,3.0265977646384834,2498950.381679389,199034.67471403483,7563317.639133324
2019,Burnley,1707,Ben Gibson,Ben Gibson,-0.0783373661103971,0.3779795131110916,38,31,7,0.0783373661103971,2.976819912195092,2498950.381679389,195761.19094133505,7438925.255770731
2019,Watford,764,Daryl Janmaat,Daryl Janmaat,-0.0753022626232701,0.1824675808722348,38,14,24,0.0753022626232701,2.8614859796842653,2498950.381679389,188176.6179237425,7150711.481102216
2019,Brighton,6047,Shane Duffy,Shane Duffy,-0.0752648658280593,0.3405673878540353,38,15,23,0.0752648658280593,2.8600649014662545,2498950.381679389,188083.16518807688,7147160.2771469215
2019,Brighton,6050,Davy Pröpper,Davy Pröpper,-0.0751470382003043,0.3374381894652924,38,7,31,0.0751470382003043,2.855587451611564,2498950.381679389,187788.71979272607,7135971.352123591
2019,Tottenham,836,Victor Wanyama,Victor Wanyama,-0.0726598081634973,0.2644639680727042,38,8,30,0.0726598081634973,2.7610727102129005,2498950.381679389,181573.25534292296,6899783.703031073
2019,Bournemouth,7823,Jack Stacey,Jack Stacey,-0.0719235557112912,0.4411021489802794,38,11,27,0.0719235557112912,2.7330951170290674,2498950.381679389,179733.39699647008,6829869.085865863
2019,Watford,596,Tom Cleverley,Tom Cleverley,-0.0712649114745873,0.1772241051404055,38,16,22,0.0712649114745873,2.7080666360343173,2498950.381679389,178087.47772976782,6767324.153731177
2019,Southampton,790,Nathan Redmond,Nathan Redmond,-0.0711083443422465,0.3994844369427577,38,8,30,0.0711083443422465,2.70211708500537,2498950.381679389,177696.22423464654,6752456.520916568
2019,Man City,614,Fernandinho,Fernandinho,-0.0704953845705083,0.1995240429562738,38,3,35,0.0704953845705083,2.6788246136793186,2498950.381679389,176164.46817910724,6694249.790806076
2019,West Ham,531,Michail Antonio,Michail Antonio,-0.0703686310570475,0.3781149181607436,38,21,17,0.0703686310570475,2.674007980167807,2498950.381679389,175847.7174382651,6682213.262654074
2019,Norwich,7990,Christoph Zimmermann,Christoph Zimmermann,-0.069522327425221,0.4022218744541864,38,17,21,0.069522327425221,2.6418484421583988,2498950.381679389,173732.84665449554,6601848.172870831
2019,Chelsea,689,Kenedy,Kenedy,-0.067767319839684,0.37126899011777,38,5,33,0.067767319839684,2.5751581539079944,2498950.381679389,169347.16977876774,6435192.451593174
2019,Chelsea,687,Pedro,Pedro,-0.0652215247742766,0.355102224745795,38,10,28,0.0652215247742766,2.478417941422512,2498950.381679389,162985.3542283903,6193443.460678831
2019,Man City,1731,Claudio Bravo,Claudio Bravo,-0.0639427759857953,0.2605741535311988,38,15,23,0.0639427759857953,2.429825487460223,2498950.381679389,159789.82445534295,6072013.329303032
2019,Arsenal,508,Calum Chambers,Calum Chambers,-0.0636123249343609,0.2089148656017888,38,12,26,0.0636123249343609,2.417268347505715,2498950.381679389,158964.04367423453,6040633.659620913
2019,Newcastle,537,Andy Carroll,Andy Carroll,-0.0612671032867505,0.2975462715440792,38,14,24,0.0612671032867505,2.328149924896522,2498950.381679389,153103.4511428159,5817931.143427004
2019,Wolves,8291,Daniel Podence,Daniel Podence,-0.0580920720998126,0.316010654354715,38,17,21,0.0580920720998126,2.207498739792881,2498950.381679389,145169.20574637342,5516429.81836219
2019,Tottenham,6249,Davinson Sánchez,Davinson Sánchez,-0.0554973806687942,0.2218567891861614,38,12,26,0.0554973806687942,2.108900465414183,2498950.381679389,138685.20060448983,5270037.622970614
2019,Sheffield United,4476,Callum Robinson,Callum Robinson,-0.0554968971056889,0.4776448031906123,38,17,21,0.0554968971056889,2.10888209001618,2498950.381679389,138683.9922042832,5269991.70376276
2019,Chelsea,592,Ross Barkley,Ross Barkley,-0.0550935594283631,0.3890318921178292,38,4,34,0.0550935594283631,2.0935552582778003,2498950.381679389,137676.07136158424,5231690.711740201
2019,Brighton,6842,Alireza Jahanbakhsh,Alireza Jahanbakhsh,-0.0539126514774023,0.389908794236539,38,8,30,0.0539126514774023,2.0486807561412905,2498950.381679389,134725.04098680257,5119551.557498498
